responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_show_phone,intercept_adview_buyer_sent_msg,intercept_chatlist_buyer_sent_msg,intercept_user_clicked_on_adreply,dt
R_3p9bAmiwToCUvT9,2021-12-11T00:49:54.180Z,17,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,05ac6090-a0a6-437b-825f-5c115e23dec3,964779823,1020,,Sim,,,2022-02-14
R_XSRDqPkpyNtzGSt,2021-12-11T01:13:33.399Z,14,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,fa2e7c8b-952c-445b-8779-e1ea394d349e,indefinido,indefinido,,,Sim,,2022-02-14
R_2uy1bXoqN3N2MLA,2021-12-11T23:08:26.779Z,8,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,09898083-6488-41f1-b986-9e78a016aa9c,indefinido,indefinido,,,Sim,,2022-02-14
R_2uxqYWj18l2a2E9,2021-12-11T23:20:14.365Z,33,É muito bom negociar na OLX,4,Sempre uso o site para fazer negócio.,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,ae75ce2b-3f82-4f86-86fa-b6ed9a14d807,indefinido,indefinido,,,Sim,,2022-02-14
R_3m8KgZ4pC8C96T8,2021-12-11T23:24:17.340Z,83,"É boa, consigo negociar",3,Estou observando muitos anúncios preparados para dar golpe,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,7de25a67-a688-487c-a92f-8f29b1f535d3,indefinido,1100,Sim,,,,2022-02-14
R_2rpRLy0TgW3mzXl,2021-12-11T23:42:11.549Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,786a03e2-4e84-4eee-a87b-249fe173b900,indefinido,indefinido,,,Sim,,2022-02-14
R_1DYFm8eHmCNplgE,2021-12-11T23:48:00.417Z,67,"É boa, consigo negociar",3,"Por em quanto não tenho do que reclamar, exceto a parte que considero inseguro não ter obrigação de usar nome verdadeiro em perfis teoricamente identificados pela OLX.",Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,a9559e3a-f101-4600-9f68-5e6f4115a4d3,966397960,3060,,Sim,,,2022-02-14
R_1ghFE6gC3sYBvPS,2021-12-11T23:48:13.404Z,7,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,f4f2e40d-ca3d-4fae-b857-654c1050b1e8,indefinido,indefinido,,,Sim,,2022-02-14
R_2aQazoKqBrCbwOD,2021-12-11T23:57:54.148Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,mobile,37d77808-caa0-4f69-9cda-dd2dc1f6805b,indefinido,2020,Sim,,,,2022-02-14
R_1M0dgED4g8PtUQJ,2021-12-12T00:05:22.311Z,59,É muito bom negociar na OLX,4,"execelente canal de negociação rapido  e pratico,",Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,desktop,032aeb07-03e9-476c-963f-7f658d15a499,945939208,2020,,Sim,,,2022-02-14
R_6YbvR0Rig72hL8d,2021-12-12T00:06:48.619Z,22,"É boa, consigo negociar",3,Ótimo,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,09d0a346-8016-436b-a8d8-be48c2f28e0f,indefinido,1020,Sim,,,,2022-02-14
R_2VgYUpTQtrHJdSy,2021-12-12T00:07:03.275Z,6,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,27bb0a9f-9f56-4d81-9f72-e7195cd55785,indefinido,indefinido,,,Sim,,2022-02-14
R_3mgYYARBu7nUYln,2021-12-12T00:07:59.697Z,86,É muito bom negociar na OLX,4,"Ta tendo muito golpe com carta de credito 
Tem mais golpista do que pessoas vendendo carro",Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,cd381170-c39c-4d8a-98a6-cf87e7029c7b,indefinido,2020,Sim,,,,2022-02-14
R_2fCeSykHqsVQRD5,2021-12-12T00:18:34.793Z,84,"É péssimo, nunca consigo fechar negócio",1,"voces poem o olxpay nos anuncios das pessoas, e elas nem sabem como funciona, vc clica em comprar e elas cancelam a venda, fora que mesmo tendo o credito no cartao voces nao aprovam o pagamento, perdem de lavada para shopee e mercado livre
",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,91ec56a1-b7fd-4df9-bddf-af767787868c,indefinido,indefinido,,,Sim,,2022-02-14
R_1NCkQ0fGGOVM6Yd,2021-12-12T00:24:33.434Z,19,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,mobile,f0ea8508-d728-4f30-a269-cfef9f5f9d1d,960430874,2060,,Sim,,,2022-02-14
R_1qaNSXXnsQ2LxYw,2021-12-12T00:24:36.119Z,8,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,f9faf900-9a7a-4dc3-8595-97bceac9595a,indefinido,indefinido,,,Sim,,2022-02-14
R_3EE8Z8BDu2iEnMD,2021-12-12T00:43:44.040Z,37,"É ruim, tenho dificuldade",2,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,ed8e462e-912c-471a-93dc-40026d3ada2d,indefinido,5020,Sim,,,,2022-02-14
R_245Gueees6J76CQ,2021-12-12T00:45:12.009Z,22,"É boa, consigo negociar",3,No momento estou gostando muito da olx,Web,OLX_Buyer_Negotiation,https://ce.olx.com.br/,desktop,a198af7e-5ff3-4d8d-9b10-1ecb9a1e5f1e,indefinido,7060,Sim,,,,2022-02-14
R_2OTHVlEbGGdZrv4,2021-12-12T00:49:46.828Z,19,"É ruim, tenho dificuldade",2,v,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,5441d6cd-dbbd-41c4-b88a-1109b18d49e0,indefinido,1020,Sim,,,,2022-02-14
R_3Puw7HckKwk80Eo,2021-12-12T01:10:21.843Z,15,"É péssimo, nunca consigo fechar negócio",1,f,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,desktop,dfa69efe-096c-4ef6-b089-f8a6496bc097,indefinido,undefined,Sim,,,,2022-02-14
R_1F4YVJosgXIaHnH,2021-12-12T01:14:36.141Z,21,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,88513431-d322-40cf-8666-752f539aa818,968106893,3060,,Sim,,,2022-02-14
R_2wSu4OAdvzyDPKZ,2021-12-12T01:15:07.193Z,119,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://es.olx.com.br/,desktop,27426898-a7c2-48a2-8b69-340d01155d75,968034891,5020,,Sim,,,2022-02-14
R_qW7BaeyGLAvTa7v,2021-12-12T01:29:54.062Z,73,É muito bom negociar na OLX,4,O site da OLX oferece praticidade e segurança ao seus usuários.,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,14ce1de8-dc41-42e9-b539-2083de8eb5b8,968090140,2020,,Sim,,,2022-02-14
R_OiBXIRpJDAuBrax,2021-12-12T01:36:13.085Z,8,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,389d79cd-e03a-432f-89fb-77a14acb4e25,968121725,3040,,Sim,,,2022-02-14
R_1gpupBzLbg0Q3vO,2021-12-12T01:41:27.667Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://es.olx.com.br/,desktop,3bd5188d-a02c-4cf1-9b73-40fe8d7e7831,indefinido,5020,Sim,,,,2022-02-14
R_3JnhyiFC31TbGRP,2021-12-12T01:49:39.527Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,mobile,ea4e105c-bbdc-4a87-8195-f6cc5740a927,indefinido,2040,Sim,,,,2022-02-14
R_12A49DjMjTwRydM,2021-12-12T02:15:10.070Z,29,"É boa, consigo negociar",3,Tudo ben,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-scenic-1-6-16v-2002-completo-gnv-967953440,mobile,4fba2e72-525e-4d55-90e0-3dc5512c7a27,967953440,2020,,Sim,,,2022-02-14
R_Az0DWTgzsX9bROF,2021-12-12T02:25:27.567Z,8,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,20d51eef-4282-4b55-9252-f814e54ef2ac,indefinido,indefinido,,,Sim,,2022-02-14
R_3lPGWYx1Cp2seHa,2021-12-13T01:06:20.060Z,33,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,mobile,eec55dcc-ac06-4474-9293-feaf734b3d11,indefinido,2020,Sim,,,,2022-02-14
R_3jVCRKPmLJasqSB,2021-12-13T01:09:08.934Z,23,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,mobile,6d65cee7-802c-497b-b85c-7ca1a9ada6ba,965745742,2020,,Sim,,,2022-02-14
R_237YOqCqeKbvfXN,2021-12-13T01:09:17.775Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,mobile,8b2c5ba5-cd27-4d02-b79c-7b88d7f7e6e9,indefinido,1002,Sim,,,,2022-02-14
R_3PXl3ZqSi8zWMnd,2021-12-13T01:17:49.448Z,44,"É ruim, tenho dificuldade",2,"MUita demora no Chat, quando não deixa o telefone.",Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,dda5b855-af04-4151-b374-5d9d8a6214e2,indefinido,5020,Sim,,,,2022-02-14
R_1jfYw3xCOjrbWyn,2021-12-13T01:20:05.975Z,18,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,245083ab-ce96-4202-9426-f20bf1a98104,indefinido,indefinido,,,Sim,,2022-02-14
R_3HkpYVyvhVI5AIq,2021-12-13T01:29:33.785Z,19,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,09af906f-b336-424c-9fef-f040d4806266,indefinido,indefinido,,,Sim,,2022-02-14
R_2alhFVOz8Lm00Y2,2021-12-13T01:35:40.106Z,31,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ce.olx.com.br/,desktop,aa597245-7b7b-4d7b-9802-846488318b1f,indefinido,2060,Sim,,,,2022-02-14
R_24GG91nVrnM1Lll,2021-12-13T01:35:50.482Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,4b857c0f-df2b-4ff7-852c-41c3e504658d,indefinido,indefinido,,,Sim,,2022-02-14
R_2EnJBeJx9S3EbMV,2021-12-13T01:36:02.605Z,73,É muito bom negociar na OLX,4,Sempre que precisei vender ou comprar foi muito rápido e boa compras,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,mobile,8f11dab3-3c12-49d8-a586-a746557b63e5,956761164,10140,,Sim,,,2022-02-14
R_1LZP8j8JF8IoBk3,2021-12-13T01:37:12.023Z,14,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,mobile,134de2ee-7d45-42d8-88b5-047267217a03,962722183,9020,,Sim,,,2022-02-14
R_6xsBBR2ttREcIz7,2021-12-13T01:40:26.652Z,43,É muito bom negociar na OLX,4,não,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,308f66f2-7b96-4aee-9335-2fdf744cc713,indefinido,2020,Sim,,,,2022-02-14
R_124tXsp5MnFjZ3H,2021-12-13T01:58:57.911Z,83,"É boa, consigo negociar",3,gostaria de menas burocracia,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,1fb70d5a-32f8-4bf4-98bd-44289b0e051f,indefinido,indefinido,,,Sim,,2022-02-14
R_tPP0FxS8zPrbTsl,2021-12-13T02:23:51.613Z,63,"É boa, consigo negociar",3,"infelizmente não consegui fechar nenhum negocio, mas sigo tentando",Web,OLX_Buyer_Negotiation,https://es.olx.com.br/,desktop,0516fbc1-b9b2-476b-b42a-cff76a98bac8,indefinido,3040,Sim,,,,2022-02-14
R_1eQr9Is1oRMY46u,2021-12-13T02:26:52.627Z,16,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,9bfbca33-53f6-4ea7-acbe-2ea3449a3cdc,962910067,2020,,Sim,,,2022-02-14
R_10ATSakgx6t6Ta9,2021-12-13T02:37:21.303Z,1090,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,fc636ef8-a993-42a4-89d2-c2c261010a47,indefinido,2020,Sim,,,,2022-02-14
R_1QmbTRiVFYEhV9T,2021-12-13T02:41:02.437Z,64,"É boa, consigo negociar",3,Parabéns  pela confiabilidade dessa empresa.,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,mobile,a7f01cca-5c2f-44c6-a9b9-9d36fb226074,967604816,5080,,Sim,,,2022-02-14
R_1OruqyQ9QqUqXP1,2021-12-13T02:55:54.628Z,9,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d6429a86-390e-405c-be83-93abcd7b7818,indefinido,indefinido,,,Sim,,2022-02-14
R_1Iu9GtRnLMokVDs,2021-12-13T02:56:24.250Z,56,"É boa, consigo negociar",3,"poderiam controlar mais anuncios repetidos, e muitos desses anuncios as pessoas ja ate venderam o produto e não tiram do site",Web,OLX_Buyer_Negotiation,https://am.olx.com.br/,desktop,9610a541-6d22-4e98-9524-dc0f43d97071,951232443,2060,,Sim,,,2022-02-14
R_337Q1jX59hGpYIv,2021-12-13T02:56:26.644Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,09898083-6488-41f1-b986-9e78a016aa9c,indefinido,indefinido,,,Sim,,2022-02-14
R_24PmNr0iiK7OBgz,2021-12-13T13:03:04.997Z,9,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,cc6a355e-3488-49e3-8951-9c0d15b1830c,indefinido,1020,Sim,,,,2022-02-14
R_3J2udQn6sYNo2hw,2021-12-13T13:06:13.395Z,8,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,081b1fb4-bb69-4398-982d-0ca8e3ff66f8,indefinido,1020,Sim,,,,2022-02-14
R_2cvDwi0S5JxbnYk,2021-12-13T13:09:24.290Z,282,"É boa, consigo negociar",3,"Às vezes o anunciante não responde, nem pelo whatsapp (ou ligação), nem pelo chat. Mas o bom é que sempre tem muitas opções interessantes de anúncios, então sempre tem algum que responde mais rápido. Outro ponto são as fotos do imóvel, muitas fotos são de má qualidade, o que acaba não valorizando o imóvel e não dando pra perceber se é um imóvel bom ou se não.
",Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,ca918e69-95c7-45a9-884b-f843f88afcbe,indefinido,1002,Sim,,,,2022-02-14
R_1FskNUuhMertHkq,2021-12-13T13:12:19.175Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://se.olx.com.br/,desktop,b6bbd392-97cf-4d03-9775-53229d79199e,indefinido,1040,Sim,,,,2022-02-14
R_3CCnmmqurJEjDud,2021-12-13T13:13:14.336Z,74,É muito bom negociar na OLX,4,"Gosto muito dessa opção do Olx pay, pena que muitos vendedores ainda tem medo de vender com entrega pelos correios.",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,3cc9eddc-3904-4dc3-a234-ca388b31d9b6,indefinido,indefinido,,,Sim,,2022-02-14
R_2QGaMgDAqSQ8uwd,2021-12-13T13:17:42.716Z,13,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ma.olx.com.br/,desktop,73ff0d08-9e53-4fba-bad8-cf52a806c262,indefinido,2060,Sim,,,,2022-02-14
R_1LYbeB7pSHTyecE,2021-12-13T13:19:21.190Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,3f1dc3df-d054-48cc-9d58-7d5384c3bfd1,indefinido,indefinido,,,Sim,,2022-02-14
R_2PbdOPZkI1xJqlF,2021-12-13T13:19:34.518Z,66,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,1c3bcd05-9ab8-4a7a-af4b-e21b8eacb623,959696124,8060,,Sim,,,2022-02-14
R_xnqgD10B1nSWWpb,2021-12-13T13:21:48.652Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,desktop,4bcd9ba1-c299-4e2a-b090-ba37895354f9,967532473,2020,,Sim,,,2022-02-14
R_1eOWyVjv9Xui3kL,2021-12-13T13:22:06.488Z,17,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,mobile,9cddd9c9-535b-4f59-9365-4526d09c776d,967586986,5020,,Sim,,,2022-02-14
R_VIQZP9xaV2Srjzz,2021-12-13T13:22:11.996Z,12,É muito bom negociar na OLX,4,Dahoraaaaaaaaaaa!,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,0c3e656d-9f58-4033-ab94-5194e9d86b2d,956437420,3040,,Sim,,,2022-02-14
R_tWdEnMajmmsuPU5,2021-12-13T13:28:41.842Z,63,É muito bom negociar na OLX,4,ja  negorciei  por aqui  porem sempre vou  na  casa de vendendor asim  evito  fraudes ,Web,OLX_Buyer_Negotiation,https://ce.olx.com.br/,desktop,dfb100c3-5d22-4401-86bd-8637d99f8f87,964468153,3060,,Sim,,,2022-02-14
R_2VsR8GavWi7aJg5,2021-12-13T13:29:17.443Z,150,É muito bom negociar na OLX,4,"Já fiz alguns negociações com olx, mais precisa melhorar as pessoas que trabalham com financiamentos e golpistas , precisa ser claro nas informações , ex: vc está vendendo o carro ou está financiando p depois ligar p proprietario imbuti o valor, então precisa orrigir esse detale de informação , fica mais claro.",Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,6feff5f2-1f52-4018-ad4e-6a4efdbbb48f,indefinido,2020,Sim,,,,2022-02-14
R_2zMZPlAoUsXydbg,2021-12-13T13:33:04.959Z,19,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rn.olx.com.br/,mobile,9846c53a-2f22-41b5-ab30-48aa14559e5d,indefinido,2020,Sim,,,,2022-02-14
R_3EclAwkngOGGXgl,2021-12-13T13:34:20.210Z,37,É muito bom negociar na OLX,4,Faço excelentes trabalhos. ,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,mobile,0b67096c-a7fe-4153-8f6b-ac267655b35f,indefinido,5040,Sim,,,,2022-02-14
R_sFo1mSJUVKGN9Qt,2021-12-13T13:36:18.825Z,163,"É boa, consigo negociar",3,"Os usuários tem dúvidas diversas sobre a criação de anúncios e habilitação e desativação de alguns recursos, isso gera confusão durante as negociações. 
Há clones de perfis em diversas categorias, sei e reparo por já conhecer a Olx a muitos anos... mas esse tipo de situação cria desconfiança em recém chegados. ",Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,0a9a542b-8053-47c4-8e86-3979b7e455ab,indefinido,2020,Sim,,,,2022-02-14
R_22tcs844dTHt2TF,2021-12-13T13:37:07.264Z,49,"É boa, consigo negociar",3,TENHO FEITO ALGUNS BONS NEGOCIOS PELA OLX. EXCELENTE E EU RECOMENDO.,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,desktop,c98d4e23-5b3b-429e-a020-2b90ff7634e7,indefinido,12180,Sim,,,,2022-02-14
R_2QfA1u5Hx9Eu5XB,2021-12-13T13:41:30.986Z,11,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pb.olx.com.br/,mobile,5b3a857a-53cd-460f-a7e3-fc94dade4ea9,967908073,2020,,Sim,,,2022-02-14
R_24ORSj9PNNDTVVB,2021-12-13T13:41:31.742Z,25,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,d95474b3-88ff-488b-91ef-b1f6a32396a7,967214604,3060,,Sim,,,2022-02-14
R_1CHCIeU4tbHIVGg,2021-12-13T13:42:09.529Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,60923559-5907-4388-97b0-1dd3a9a35d2c,967852226,12060,,Sim,,,2022-02-14
R_3O0QsB6WMvrWwUv,2021-12-13T13:43:55.950Z,76,"É ruim, tenho dificuldade",2,Só tem gente que não lê o anúncio e te faz prospectas absurdas ! Todos dão um nome falso ! Nunca vi tanto golpe ! ,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,cfc25578-8996-4c84-9b80-3393e5798e67,indefinido,indefinido,,,Sim,,2022-02-14
R_1DBFlw5tAdQo0eg,2021-12-13T13:46:45.378Z,31,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,2f5922d7-0f7a-4077-9167-15578387d49d,944283500,3060,,Sim,,,2022-02-14
R_3CrUBWk6OvwGbgl,2021-12-13T13:47:45.356Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://se.olx.com.br/,desktop,829bab49-dc47-491c-9a11-17175f73cd7c,958284492,3020,,Sim,,,2022-02-14
R_3DdV69FHlR4aj2t,2021-12-13T13:50:54.310Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,4b965797-caff-4641-898c-620f59096f53,indefinido,indefinido,,,Sim,,2022-02-14
R_2a9mWmp4DmUKbZ3,2021-12-13T14:03:28.187Z,14,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,a6fc7823-bf6b-4376-aff0-3d78b9890a94,indefinido,indefinido,,,Sim,,2022-02-14
R_2eQdDnfJLcNNTOg,2021-12-13T14:03:32.909Z,152,É muito bom negociar na OLX,4,"PROCURO SER CORRETO, MEU DEVER, COM TODOS, ",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,2904d5c4-71d5-42b0-9073-87989fea928f,indefinido,indefinido,,,Sim,,2022-02-14
R_2dVXQY3rQK2JLYg,2021-12-13T14:22:25.899Z,15,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,bb9f49a1-9c8e-4582-bd45-c4b745966765,indefinido,indefinido,,,Sim,,2022-02-14
R_1NzBX3NQs1zABIA,2021-12-13T14:57:45.004Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,f0344a23-1baa-471a-b7ba-84e91c8fa2c4,indefinido,indefinido,,,Sim,,2022-02-14
R_3fP3JU7exDHRtK5,2021-12-13T15:07:55.310Z,73,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,34ecd1f8-300f-4ef0-a159-d5259d63f29f,indefinido,indefinido,,,Sim,,2022-02-14
R_2WC5y5PtfAfEA99,2021-12-13T15:14:46.316Z,20,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,f26d52ae-bad6-4c3f-9614-9d0e1d12150b,indefinido,indefinido,,,Sim,,2022-02-14
R_2wFhz9LxoRZxV32,2021-12-14T15:05:33.990Z,18,"É ruim, tenho dificuldade",2,,Web,OLX_Buyer_Negotiation,https://ce.olx.com.br/,mobile,91af65df-44ba-457d-8377-ae84cf420e25,indefinido,7020,Sim,,,,2022-02-14
R_2y2d5KmE06WkD0F,2021-12-14T15:06:20.953Z,58,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,2048ad7b-811e-4b1b-8238-c2bb628ef14b,indefinido,2020,Sim,,,,2022-02-14
R_2BywRtPJNxJxY14,2021-12-14T15:11:37.655Z,24,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,227e4d87-3426-4bc2-af5f-e4aed6f6220a,967634405,2020,,Sim,,,2022-02-14
R_10OVC42s5cwmvxN,2021-12-14T15:12:08.001Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,desktop,1cfeb8ec-b897-49bb-89c1-191470fc2ce4,indefinido,6060,Sim,,,,2022-02-14
R_VJuY577GuKDfkyJ,2021-12-14T15:18:32.907Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,82022c29-84c0-41ca-b057-daae5e9d630b,indefinido,indefinido,,,Sim,,2022-02-14
R_3EJVi1OLEE9ylqY,2021-12-14T15:23:01.763Z,102,"É ruim, tenho dificuldade",2,"O site em si é bom, o problema é os vendedores que a maioria das vezes não respondem isso é ruim.",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,c5e6dda9-4283-4a98-9e69-d246cd2fc9a2,indefinido,indefinido,,,Sim,,2022-02-14
R_3nIzQJSGNfusjVE,2021-12-14T15:29:03.586Z,80,"É ruim, tenho dificuldade",2,"o app extremamente lento, bugs demais, não funciona bem em segundo plano, quando clicamos no push ele leva para o app mas não abre onde deveria",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,0fa5e4dc-d4b9-4ee6-84b2-2112ad20e66e,indefinido,indefinido,,,Sim,,2022-02-14
R_3Ocb5rufT6TpvnP,2021-12-14T15:31:16.966Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,mobile,7aef7d2f-549a-4ec9-97e7-acd89e4caf64,indefinido,7020,Sim,,,,2022-02-14
R_1OiZv4fzOSi6Ckz,2021-12-14T15:36:43.540Z,78,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,19608e78-fb31-4a4e-b5ae-e2f3b4c7ad4e,indefinido,indefinido,,,Sim,,2022-02-14
R_2zezl2J6nEziEzo,2021-12-14T15:39:37.991Z,39,"É ruim, tenho dificuldade",2,"Poderiam fazer a verificação mais rigorosa, tem muitos golpistas",Web,OLX_Buyer_Negotiation,https://ma.olx.com.br/,desktop,f2ae49e6-7341-4234-834e-d17231a68a1c,indefinido,2060,Sim,,,,2022-02-14
R_1Nlw5CJKs6EQj7p,2021-12-14T15:42:42.363Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,bc4dda72-c729-48dd-bf50-d0e84bc60fe3,958926937,2020,,Sim,,,2022-02-14
R_337phLtJt39syvB,2021-12-14T15:54:47.535Z,11,"É péssimo, nunca consigo fechar negócio",1,,Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,c40057a5-226c-450c-9ba9-84dfa4116643,968973355,2020,,Sim,,,2022-02-14
R_3erZyYkwDQkurVi,2021-12-14T15:55:30.015Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d69bed0d-2655-4d25-9af3-e3a2a315cfcc,indefinido,indefinido,,,Sim,,2022-02-14
R_QlzQJTiRaC1ugAp,2021-12-14T15:55:59.389Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,761d17d3-8a84-4b1f-8661-fb7eb4a11d52,indefinido,indefinido,,,Sim,,2022-02-14
