responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_user_inserted_ad,intercept_left_page,dt
R_1jMMfLgXtlfHTpC,2022-01-04T16:21:02.275Z,25,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,453bca95-4991-4efd-8d96-6f9f31e47e34,,,Sim,,2022-02-12
R_3ha6VIBZJlYPehx,2022-01-04T17:25:44.633Z,82,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5c8b1090-bc71-4117-97f7-9f18d00022f1,indefinido,indefinido,,Sim,2022-02-12
R_sU209igUWv85qW5,2022-01-04T17:26:12.358Z,45,"É péssimo, nunca consigo publicar meus anúncios",1,"Diversas vezes que tento publicar o anúncio pelo PC, aparece o erro ""Ops, ocorreu um erro, tente novamente""",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,41d46aed-ec24-4af2-bf23-c1d30bbe8694,indefinido,indefinido,,Sim,2022-02-12
R_2wNOmHQ7lNJlXbn,2022-01-04T17:46:45.007Z,19,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b047873b-aafd-432b-a43d-2232f9675556,indefinido,indefinido,,Sim,2022-02-12
R_sMCodxjL9tjEMUh,2022-01-04T17:52:11.053Z,22,É muito bom publicar na OLX,4,top,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,99fa393e-b3ff-47a8-8870-ab25011b29ba,indefinido,indefinido,,Sim,2022-02-12
R_1N85wkIOCPwSyoV,2022-01-04T17:56:55.049Z,79,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0fbdced7-7756-4f49-b39a-adf42689e0fe,indefinido,indefinido,,Sim,2022-02-12
R_3oXz5JYYqONIFhm,2022-01-04T18:08:39.589Z,32,É muito bom publicar na OLX,4,ja fiz negocio utilizando a OLX,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,90a11b06-aa44-4ee9-aba0-5178f25b980c,indefinido,indefinido,,Sim,2022-02-12
R_vZxYdtcmZ6cT4R3,2022-01-04T18:40:31.904Z,236,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c81dd25c-5fc4-4490-bd4e-9fa317e17f80,indefinido,indefinido,,Sim,2022-02-12
R_3HMuxXA5jStZGZQ,2022-01-04T18:56:58.103Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0edcf8e7-f391-439a-bd24-217f37de17f7,indefinido,indefinido,,Sim,2022-02-12
R_1MWXJgV4lYo3AWB,2022-01-04T19:35:52.265Z,69,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,dd568a26-aeca-4436-87fc-e32b6a8b6194,indefinido,indefinido,,Sim,2022-02-12
R_3OiSMfgajKHgYJB,2022-01-04T20:40:42.542Z,30,É muito bom publicar na OLX,4,Não ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0cb3bc0f-a89c-4fd8-9fd6-c0087a0bf5fb,indefinido,indefinido,,Sim,2022-02-12
R_0vnioXUadVCGnAJ,2022-01-04T20:44:29.688Z,9,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6606c5cc-54de-4acb-95a2-15301a742f42,indefinido,indefinido,,Sim,2022-02-12
R_2usrV6E157uL1ao,2022-01-04T21:17:28.921Z,29,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f6a5bed9-3fb5-4fba-8a38-8c8dae34836a,indefinido,indefinido,,Sim,2022-02-12
R_3GBd3MN43avV3gr,2022-01-05T17:17:50.305Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a992c57c-2379-4159-9879-6e0b2f7e4059,indefinido,indefinido,,Sim,2022-02-12
R_3PS19USUaciJpSs,2022-01-05T17:27:31.775Z,24,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cc8576df-aea3-477e-98f3-e1ce0efadc6e,,,Sim,,2022-02-12
R_21EBGTAamDdjGn0,2022-01-05T17:29:54.516Z,151,"É ruim, tenho dificuldade",2,"eu publico o meu anuncio, faço tudo certinho, quando vou ver nao publicou nada, ai volto a publicar tudo de novo novamente, e vejo nao foi publicado, e tem dias q publico e na hora ja aparece publicado ou ainda pendente, mas tem dias como hoje ja postei um anuncio 5 vezes e nao aparce nada, pessimo! antes a olx era exelente, nao tinha nem essa de 10 por categoria, horriveeel",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a951c38b-1c90-4ecb-95db-09d6ea2ed814,,,Sim,,2022-02-12
R_1jK4KHow0xzCOyS,2022-01-05T17:35:09.586Z,33,É muito bom publicar na OLX,4,Excelente publicar na OLX,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,27f36dc6-9a51-4a48-86b5-d79748157080,,,Sim,,2022-02-12
R_dgVTvp1m1Y8rYxr,2022-01-05T17:42:45.801Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,536e449d-77ae-46de-b86c-e0a032b68369,,,Sim,,2022-02-12
R_1Dr5dENptsCN8nv,2022-01-05T18:10:46.349Z,18,"É ruim, tenho dificuldade",2,Da muito erro,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5a0ac6a8-9750-4861-8f46-4dfaf10e59d2,,,Sim,,2022-02-12
R_vcTf8F21F8NUeFX,2022-01-05T18:13:20.868Z,96,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,523b971f-84bb-412f-9fd4-0326b0095b72,,,Sim,,2022-02-12
R_10uco4dRXvmc43G,2022-01-05T18:18:42.942Z,48,"É bom, consigo publicar meus anúncios",3,"Estou gostando, apesar de achar que a entrega das publicações poderia ser maior, principalmente das pagas.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1e352a16-ff61-4f07-a9b5-12f52ef35e23,indefinido,indefinido,,Sim,2022-02-12
R_1EghWqOAJpYeIIo,2022-01-05T18:18:48.632Z,11,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f5b98e61-36ee-40b2-bb7c-4bb2d1603cd1,,,Sim,,2022-02-12
R_2frppi3YFnSUubh,2022-01-05T18:20:30.423Z,88,"É bom, consigo publicar meus anúncios",3,"Continuem com anuncios gratuitos, em todas categorias, se poder diminuir o tempo de anuncio de carro de 3 em 3 meses para 1 mes e meio.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b273c991-87e3-4314-8c97-d3e33675095a,,,Sim,,2022-02-12
R_wYkNvh32PgxJrHP,2022-01-05T18:25:23.891Z,22,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ee8269e4-4eea-4534-94f5-ec864e53c82b,,,Sim,,2022-02-12
R_3IZcRDOSUkbwlnJ,2022-01-05T18:27:45.455Z,12,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7d8b00d4-cbcc-4869-bfc4-8831a5b64868,indefinido,indefinido,,Sim,2022-02-12
R_2ccISNSZgOCnYOu,2022-01-05T18:28:34.690Z,81,É muito bom publicar na OLX,4,ok,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b26716c2-b2de-4fe7-947e-6f909cc4481f,,,Sim,,2022-02-12
R_2TzwweaQkaxIFdX,2022-01-05T18:29:13.499Z,121,"É bom, consigo publicar meus anúncios",3,"AAABLÚBLÚBLÉBLÉ HÁAA

Ass:. Taz",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b24fd34a-75eb-4f14-b907-a2ab54db9133,,,Sim,,2022-02-12
R_bge90xbetNQ5KHn,2022-01-05T18:32:23.909Z,45,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/ai/form/0/,desktop,67a5cc65-af7f-4c28-91a9-18b83870391b,,,Sim,,2022-02-12
R_2y1La6QcG6T5YFY,2022-01-05T18:33:23.546Z,83,"É bom, consigo publicar meus anúncios",3,Postar no OLX é fácil e rápido... eu gosto.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8a235f31-d7ea-4d7f-b4ab-65379765d116,,,Sim,,2022-02-12
R_31aaUhNlk7BSbgN,2022-01-05T18:34:56.287Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9981a4e6-375f-46bc-b152-5ea3a67227a9,,,Sim,,2022-02-12
R_SDBUcWyGLldhqrn,2022-01-05T18:47:28.994Z,17,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4d766d9d-c762-4f90-9cfc-24ea632a01a1,indefinido,indefinido,,Sim,2022-02-12
R_3kwaTbnmqxW9xhQ,2022-01-05T19:08:08.333Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a9ee60ac-384b-4e60-b93b-36e46bafedc9,indefinido,indefinido,,Sim,2022-02-12
R_2ahN6VOhYRXEgzF,2022-01-05T19:13:23.899Z,51,"É péssimo, nunca consigo publicar meus anúncios",1,"Compram um absurdo no valor , sendo que fiz uma publicação no mês de dezembro de 2021",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b0bef84e-c369-4b14-ac99-ace3f28059e9,indefinido,indefinido,,Sim,2022-02-12
R_2eXW2DOvCpFncjJ,2022-01-05T19:22:26.629Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b561a831-135e-46d0-88ac-96061fb52910,indefinido,indefinido,,Sim,2022-02-12
R_3RfiYyNF5pkEpcS,2022-01-05T19:38:34.556Z,27,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7d142cf0-8762-48ba-92b4-2bf5a1106131,indefinido,indefinido,,Sim,2022-02-12
R_z6y3aiACHwNfOhP,2022-01-05T19:53:25.432Z,21,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0413ddee-cc68-43e9-9f98-c664ecf211d2,indefinido,indefinido,,Sim,2022-02-12
R_2TBMMU9EUjNKvVJ,2022-01-05T19:53:30.637Z,11,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5644fe8d-90a1-490b-a55c-09be8d65a18b,indefinido,indefinido,,Sim,2022-02-12
R_W0cV7OJOAgzyOmR,2022-01-05T19:57:52.636Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,16ba393b-da00-4c1d-b7cd-ea59649d1a9f,indefinido,indefinido,,Sim,2022-02-12
R_294ZFC4MWxnAV1v,2022-01-05T20:03:18.387Z,14,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,dbd589e8-de11-4a14-a6a2-cb0dec46c491,indefinido,indefinido,,Sim,2022-02-12
R_XhyKDyXg7x5pDnr,2022-01-05T20:03:42.873Z,20,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0cd59fec-1c37-4fec-b7c9-8129a6fd2e3f,indefinido,indefinido,,Sim,2022-02-12
R_3Opu4QZvzAuiUwo,2022-01-05T20:32:33.936Z,28,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,192d6884-4c7f-4abc-95f8-fa4ffeac2063,indefinido,indefinido,,Sim,2022-02-12
R_oZV0DzrlQlh64aR,2022-01-06T19:03:25.458Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,59504ce1-c303-46c8-9b24-5b2e3fa53e10,indefinido,indefinido,,Sim,2022-02-12
R_2BzLgCx9Gdf900X,2022-01-06T19:11:20.755Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,71d60ed2-e5bf-42c4-95bf-75f2aecf5329,,,Sim,,2022-02-12
R_5zisiNbikNiesil,2022-01-06T19:12:16.696Z,107,É muito bom publicar na OLX,4,boa tarde! uma coisa aumentar anuncios gratiis ..o restante estar otimo..,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d83b5203-8581-429e-b9bf-e0bca28bcd5e,indefinido,indefinido,,Sim,2022-02-12
R_1OHNOYg9yskCZpc,2022-01-06T19:18:54.209Z,11,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,be272675-0148-459b-b7d4-64a5a3ced6f2,,,Sim,,2022-02-12
R_Wrk1jft4IPaYXh7,2022-01-06T19:18:55.737Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b9ebd530-591f-4d2e-8b1f-18edc52ac113,,,Sim,,2022-02-12
R_1f8w54SlslVcMyL,2022-01-06T19:21:56.155Z,48,É muito bom publicar na OLX,4,"
",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6f32c7bc-7858-4987-b113-738c713c90bb,indefinido,indefinido,,Sim,2022-02-12
R_3PjdYNKfFnPhmxr,2022-01-06T19:38:01.710Z,7,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,50d2e0f5-7ee3-4b33-b24a-b424eb6fcdfa,,,Sim,,2022-02-12
R_2WUajFWXjBwQm9g,2022-01-06T19:38:11.529Z,1378,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6fdbdbfe-3c46-423d-b21d-162066957f43,,,Sim,,2022-02-12
R_1mxevLsdz5eGxLB,2022-01-06T19:41:38.864Z,15,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1fc16089-aa7c-4824-b213-367ca2f48fb8,indefinido,indefinido,,Sim,2022-02-12
R_2y3GrUlD8WrRKDA,2022-01-06T19:44:53.736Z,14,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,db39732d-2a6a-4941-afc0-59b293c0d1ac,,,Sim,,2022-02-12
R_39MH1SbIGkDFYyt,2022-01-06T19:50:16.928Z,237,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,633deb1d-4095-40a8-8e85-dbba136ee0d2,,,Sim,,2022-02-12
R_1d6xhGFqZF2xr4Q,2022-01-06T19:51:25.266Z,33,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,abb21e53-0ef3-46ed-9b98-2409eea2d5be,,,Sim,,2022-02-12
R_2w5HAC8fC1d021b,2022-01-06T19:53:03.145Z,22,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,dff42f92-bb21-4ea8-97a6-f46e15c4fd21,,,Sim,,2022-02-12
R_secDLyJwggWDzHj,2022-01-06T19:54:20.909Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,22b73926-15c4-4cda-93a9-bc224245d527,indefinido,indefinido,,Sim,2022-02-12
R_vl4Z3951DQIhMYN,2022-01-06T19:59:46.023Z,38,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,3cd60a44-5c64-416c-95e6-4d837ce8c0be,,,Sim,,2022-02-12
R_7U1hhEeJg5stVfP,2022-01-06T20:01:56.360Z,16,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,aeb397e9-16bf-4ab3-a21b-4311952e67f1,,,Sim,,2022-02-12
R_31QVLdU7BQgThMh,2022-01-06T20:04:33.172Z,48,É muito bom publicar na OLX,4,"venda fácil
",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/ai/form/0/1199001446,desktop,c7e58e37-647f-4be1-bdd7-89c66737d5ba,indefinido,indefinido,,Sim,2022-02-12
R_3Lkk9Lc7G9FfpiV,2022-01-06T20:17:07.393Z,362,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,cfeee44f-e8d9-440f-be29-921b3f571777,,,Sim,,2022-02-12
R_ddtJTz4xUCLqnG9,2022-01-06T20:21:18.579Z,14,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b6f80b6d-4133-4cae-a2e8-451eb72cc10a,,,Sim,,2022-02-12
R_YQesNHcJ0S1gifT,2022-01-06T20:34:56.202Z,19,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,e58d318d-2daf-4a6c-a086-fc736d9eff48,,,Sim,,2022-02-12
R_1gBJCIeR4fBfxZm,2022-01-06T21:05:20.443Z,34,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,3609cafe-19d4-49f2-813d-d6ad19dd038f,indefinido,indefinido,,Sim,2022-02-12
R_AO6edlU7VMdANhv,2022-01-06T21:46:35.231Z,45,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9305f439-7f5a-409c-834e-bdfe19e96080,indefinido,indefinido,,Sim,2022-02-12
R_1KoM9rmgZwtDkMo,2022-01-06T22:16:19.995Z,64,É muito bom publicar na OLX,4,Pode ainda ficar melhor.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5f144cdf-94e8-4c0b-92d6-cc785b47604a,indefinido,indefinido,,Sim,2022-02-12
R_2qpHqkc0KHXuu0c,2022-01-06T22:43:40.224Z,20,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,c01d02da-75ea-44cc-ad47-5d5b91413cfb,indefinido,indefinido,,Sim,2022-02-12
R_1JQkyILlCD9fHlE,2022-01-06T22:51:11.580Z,130,"É ruim, tenho dificuldade",2,"O anúncio fica exigindo que coloque a categoria e não continua, ao ser marcada peças e acessórios.  Exibe sempre a marca e detalhes do veículo.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,17a37113-53eb-4079-9ba4-c7314f097e13,indefinido,indefinido,,Sim,2022-02-12
R_3MLiX0zXzil2COT,2022-01-06T23:36:36.103Z,21,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0582960f-b930-46be-b301-33b30618a483,indefinido,indefinido,,Sim,2022-02-12
R_12DNXsN9U5eALkE,2022-01-06T23:45:20.593Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0779269b-eadd-4f71-8c3c-89d691849a0c,indefinido,indefinido,,Sim,2022-02-12
R_12oqD4bCCbBfuWX,2022-01-07T00:30:18.236Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,748deb61-e54c-4e41-89d5-3c11481b0762,indefinido,indefinido,,Sim,2022-02-12
R_3PENL7s1mJvOpHo,2022-01-07T21:13:24.462Z,12,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1c78bbdb-b721-4a3b-98bd-9e5b249255b4,,,Sim,,2022-02-12
R_3oKLtGlUM4W98Y5,2022-01-07T21:17:22.734Z,16,É muito bom publicar na OLX,4,feqref,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,05a0b0e0-dcf4-4d60-829e-daf023f45d49,,,Sim,,2022-02-12
R_2QMTyT7E6NybexD,2022-01-07T21:31:50.113Z,7,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7a1c0ce1-1e29-412a-8bf3-97dd5c066018,,,Sim,,2022-02-12
R_SPOoRAbe3ytMM3D,2022-01-07T21:41:34.434Z,36,É muito bom publicar na OLX,4,nota 10,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0ed0eb8c-1a1a-4807-bbd8-f24001dec8b2,,,Sim,,2022-02-12
R_UoKMsno4KSldD0J,2022-01-07T21:48:44.202Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/ai/form/0/1200053233,mobile,09b063d3-9b0a-458e-bc87-9fc28a15046b,,,Sim,,2022-02-12
R_3iVz8KEmmcCQQJf,2022-01-31T15:07:57.782Z,24,"É ruim, tenho dificuldade",2,pois não preciso olx pay dificulta minha vida,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5df38688-a5d0-4fac-adf5-70aaebe6f88d,,,Sim,,2022-02-12
R_Ui40PNWwDwi7dLP,2022-01-31T15:08:43.864Z,11,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d5fea1f3-05f4-4e64-bf91-d9ff30c69036,,,Sim,,2022-02-12
R_0wu5uqKlkD2zWg1,2022-01-31T15:09:06.794Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d0078dbb-9ab1-45ae-8279-920a466c3353,,,Sim,,2022-02-12
R_3qqjKVZ3Zc34bAf,2022-01-31T15:10:01.633Z,39,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,53526976-d1a3-4158-ac6b-f14585051725,,,Sim,,2022-02-12
R_DV4zhVpceYwAa9X,2022-01-31T15:10:12.691Z,43,É muito bom publicar na OLX,4,"GRANDE VISIBILIDADE , TOMAR CUIDADO COM OS GOLPES !!!",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f3e9bd57-c046-4f7a-a302-97e2789bba6a,,,Sim,,2022-02-12
R_2Yyyfzc9aWYWYlq,2022-01-31T15:10:54.564Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e8a60cf2-7de1-45bc-bfc4-72404e2a96a6,,,Sim,,2022-02-12
R_3pnxsIXmYGoznnS,2022-01-31T15:11:15.380Z,79,É muito bom publicar na OLX,4,"não tenho o que reclamar, ajuda bastante na divulgação dos produtos da minha loja.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6cda445e-e6b3-4ae8-8a62-48c05e645a97,,,Sim,,2022-02-12
R_vrkKKmYgo8PsFep,2022-01-31T15:11:23.595Z,17,É muito bom publicar na OLX,4,Otima plataforma,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9daca44a-1b32-4b54-a080-06b47b1cb0ea,,,Sim,,2022-02-12
R_1IEgOjkvizu0zaC,2022-01-31T15:11:44.007Z,14,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b1ade51a-41b5-4ec2-991f-0d846fde0b61,,,Sim,,2022-02-12
R_3fZuCinIW0ZJax4,2022-01-31T15:12:27.817Z,27,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4f54bab0-573c-4c11-a2bd-c1149bba2ca7,,,Sim,,2022-02-12
R_3MQZwpHEdv0LIyJ,2022-01-31T15:12:42.491Z,22,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,3d3e8afd-7d00-4f7f-b0fa-345b4e587918,,,Sim,,2022-02-12
R_2TsAoylbGny2niW,2022-01-31T15:13:26.308Z,10,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,31ed5ddd-6039-4c8c-9aa3-bbffbcdde109,,,Sim,,2022-02-12
R_3pmRTxErbF3AxqP,2022-01-31T15:13:58.966Z,18,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,17090cbd-1eaf-47ad-aa2a-2c109d16baee,,,Sim,,2022-02-12
R_2aKVwCdXdSvuayx,2022-01-31T15:14:27.014Z,25,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,92bc9594-787b-4b40-954f-addd8edc3de7,,,Sim,,2022-02-12
R_C7TkvV0GkQlkMmJ,2022-01-31T19:46:57.227Z,33,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,426b9ee1-44b2-41e2-bd33-85f1d6f8a681,indefinido,indefinido,,Sim,2022-02-12
R_1QowB0LRzBYm86N,2022-01-31T20:57:55.525Z,47,É muito bom publicar na OLX,4,É muito bom fazer negócios por aqui.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b821b3ec-609e-41ea-88a2-361e5bf29c72,indefinido,indefinido,,Sim,2022-02-12
R_ctZzPBJWZYNQiB3,2022-01-31T22:47:17.347Z,26,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,353b63f8-4f13-445f-a16d-fcc9cc9ca555,indefinido,indefinido,,Sim,2022-02-12
R_9zzlsZSKInXY7qp,2022-02-01T15:01:38.266Z,19,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0046deb1-9f6c-428b-bc65-4338d4265634,indefinido,indefinido,,Sim,2022-02-12
R_aYs3JGxkGQOilvb,2022-02-01T15:01:49.654Z,18,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,59c5fad8-6f6c-475e-89c1-3bf20891d6f6,indefinido,indefinido,,Sim,2022-02-12
R_33xWkW8pwkORVFH,2022-02-01T15:01:59.780Z,26,É muito bom publicar na OLX,4,Sempre que preciso posso contar com eles sem golpistas ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,5ae726d2-5f80-4dd7-802f-510bdd8ba42d,indefinido,indefinido,,Sim,2022-02-12
R_10xvd6p86y4swYU,2022-02-01T15:02:42.537Z,16,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a7750b9f-ccda-4262-99e5-c470bdc07730,indefinido,indefinido,,Sim,2022-02-12
R_1H1Si4cOk9QLlAR,2022-02-01T15:02:53.007Z,15,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c05e6aff-856f-4447-9d83-79d1f4cf5158,indefinido,indefinido,,Sim,2022-02-12
R_9MpgnlAomOCFbNf,2022-02-01T15:03:05.287Z,94,É muito bom publicar na OLX,4,"ja tive algumas visualizações, não vendi nada ainda, mas estou confiante",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,928b9bcc-40c9-478f-9159-563766fe27c3,indefinido,indefinido,,Sim,2022-02-12
